batteryLevel,localTime,modelName,onWrist,hasRecentHeartRate,prediction,predictionScore,timestamp,deviceID,userID,version
66,7/22/25 18:49,Yeti,TRUE,,0,0.0701386,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
66,7/22/25 18:50,Yeti,TRUE,,0,0.08013331,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
66,7/22/25 18:51,Yeti,TRUE,,0,0.41754776,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
66,7/22/25 18:52,Yeti,TRUE,,0,0.001145596,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
66,7/22/25 18:53,Yeti,TRUE,,0,0.39343306,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 18:54,Yeti,TRUE,,0,0.15149984,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 18:55,Yeti,TRUE,,0,0.40807354,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 18:56,Yeti,TRUE,,0,0.18192841,1.75322E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 18:57,Yeti,TRUE,,0,0.1863541,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 18:58,Yeti,TRUE,,0,0.09538456,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 18:59,Yeti,TRUE,,0,0.16581444,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 19:00,Yeti,TRUE,,0,0.23416469,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 19:01,Yeti,TRUE,,0,0.4674773,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 19:02,Yeti,TRUE,,1,0.6887337,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 19:03,Yeti,TRUE,,1,0.56294227,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 19:04,Yeti,TRUE,,0,0.000929379,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 19:05,Yeti,TRUE,,1,0.9960802,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
65,7/22/25 19:06,Yeti,TRUE,,1,0.97038895,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:07,Yeti,TRUE,,1,0.98173606,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:08,Yeti,TRUE,,1,0.5455294,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:09,Yeti,TRUE,,1,0.62788993,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:10,Yeti,TRUE,,1,0.5709165,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:11,Yeti,TRUE,,1,0.92498606,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:12,Yeti,TRUE,,1,0.7697568,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:13,Yeti,TRUE,,1,0.97633845,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:14,Yeti,TRUE,,1,0.9901039,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
64,7/22/25 19:15,Yeti,TRUE,,1,0.9938944,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:16,Yeti,TRUE,,1,0.9952891,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:17,Yeti,TRUE,,1,0.99244916,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:18,Yeti,TRUE,,1,0.89449024,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:19,Yeti,TRUE,,1,0.9158082,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:20,Yeti,TRUE,,1,0.6438178,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:21,Yeti,TRUE,,1,0.5915661,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:22,Yeti,TRUE,,1,0.6555962,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:23,Yeti,TRUE,,1,0.7972484,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
63,7/22/25 19:24,Yeti,TRUE,,0,0.14652711,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:25,Yeti,TRUE,,0,0.15434018,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:26,Yeti,TRUE,,0,0.350693,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:27,Yeti,TRUE,,1,0.565546,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:28,Yeti,TRUE,,1,0.8253822,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:29,Yeti,TRUE,,1,0.90388817,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:30,Yeti,TRUE,,0,0.047092833,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:31,Yeti,TRUE,,1,0.9800863,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:32,Yeti,TRUE,,1,0.5141038,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:33,Yeti,TRUE,,1,0.9822479,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
62,7/22/25 19:34,Yeti,TRUE,,1,0.847156,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
61,7/22/25 19:35,Yeti,TRUE,,1,0.9384543,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
61,7/22/25 19:36,Yeti,TRUE,,0,0.26359332,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
61,7/22/25 19:37,Yeti,TRUE,,0,0.2943694,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
61,7/22/25 19:38,Yeti,TRUE,,1,0.7791684,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
61,7/22/25 19:39,Yeti,TRUE,,1,0.9529467,1.75323E+12,ea5d034b02b45c37,AD,1.7.10-amb
